Identifier,Grade,Centering,Surface,Corners,Edges
3779386023,9.0,9.0,9.0,9.0,8.5
3779386024,9.0,9.0,9.0,9.0,9.5
3779386025,9.0,8.5,9.5,9.0,9.5
3779386026,9.0,9.0,9.5,9.0,9.0
3779386027,9.0,9.0,9.0,9.5,9.0
3779386028,8.5,8.5,9.0,9.0,8.5
3779386029,9.0,8.5,9.0,9.0,9.0
3779386030,9.0,8.5,9.0,9.0,9.0
3779386031,9.0,9.0,9.5,9.0,9.5
3779386032,9.0,8.5,9.5,9.5,9.0
3779386033,9.0,9.0,8.5,9.0,9.5
3779386034,9.0,9.0,9.0,8.5,9.0
3779386035,8.5,8.5,9.0,9.0,8.5
3779386036,8.5,8.5,9.0,8.5,8.5
3779386037,9.0,9.0,9.0,9.0,9.5
3779386038,8.5,9.0,9.0,8.5,8.5
3779386039,8.5,8.5,9.0,9.0,8.5
3779386040,9.0,9.5,9.0,8.5,9.5
3779386041,8.5,9.5,8.5,8.5,9.5
3779386042,9.0,8.5,9.0,9.0,9.0
3779386043,8.5,9.5,9.0,8.0,8.5
3779386044,8.5,9.5,8.5,8.5,9.0
3779386045,9.0,9.5,9.0,10.0,9.0
3779386046,9.0,8.5,9.0,10.0,10.0
3779386047,9.0,9.0,9.0,9.0,9.5
3779386048,9.0,9.0,8.5,9.0,9.5
3779386049,9.0,9.0,9.5,9.0,9.5
3779386050,8.5,8.5,9.0,9.0,8.5
3779537001,8.5,8.5,9.0,8.5,8.5
3779640001,6.5,9.5,5.5,8.0,8.0
3779640002,8.0,9.0,7.0,8.5,8.5
3779640003,7.5,9.5,6.5,7.5,9.0
3779640004,8.5,9.5,8.5,8.5,8.5
3779640005,7.5,9.5,8.5,7.0,7.5
3779640006,7.5,9.5,7.5,7.5,8.5
3779640007,8.0,9.5,8.0,8.0,8.0
3779640008,8.0,9.5,8.0,7.5,8.0
3779640009,8.0,9.0,8.0,8.0,8.0
3779640010,7.5,9.0,7.5,7.0,7.5
3779640011,8.5,9.5,8.5,8.5,8.5
3779640012,8.5,9.0,8.5,8.5,8.5
3779640013,7.5,9.0,8.0,7.0,7.5
3779640014,7.5,9.0,7.5,7.5,8.0
3779640015,9.0,9.5,8.5,9.0,9.0
3779640017,8.5,9.5,8.0,8.5,8.5
3779640018,6.5,9.0,6.0,6.5,6.5
3779640019,9.5,10.0,9.5,9.5,10.0
3779640020,8.0,9.0,8.5,7.5,8.5
3779640021,8.5,9.0,9.0,8.0,9.5
3779640022,4.5,9.0,4.5,4.5,4.5
3779640023,6.5,9.5,6.5,6.5,6.5
3779640024,7.0,9.5,6.0,7.5,7.5
3779640025,9.0,9.0,8.5,9.0,9.0
3779640026,7.5,8.5,7.5,6.5,9.0
3779640027,8.5,8.5,8.5,9.5,9.5
3779640028,9.0,8.0,9.5,8.5,9.5
3779640029,8.0,8.0,7.5,9.0,8.5
3779640030,9.0,9.0,9.0,9.5,9.5
3779640031,9.5,9.5,9.5,9.5,9.5
3779640032,9.0,8.5,9.5,9.5,9.5
3779640033,9.0,9.5,8.5,9.5,9.5
3779640034,8.5,8.5,8.5,9.5,9.5
3779640035,8.5,9.0,8.5,8.5,8.5
3779640036,9.5,9.5,9.0,9.5,9.5
3779640037,9.0,8.5,9.5,9.0,9.5
3779640038,8.5,8.5,8.5,9.5,9.5
3779640039,9.0,9.5,9.5,8.5,9.5
3779640040,8.5,8.0,9.0,8.5,8.5
3779640041,9.0,8.5,9.5,9.5,9.5
3779640042,9.0,8.5,9.0,9.5,9.5
3779640043,8.5,8.5,8.5,9.5,9.5
3779640044,8.5,8.5,9.0,8.5,8.5
3779640045,9.0,9.0,9.0,9.5,9.5
3779640046,9.0,9.0,9.5,9.0,9.5
3779640047,9.0,9.0,8.5,9.5,9.5
3779640048,8.5,9.0,8.0,9.0,9.0
3779640049,8.0,8.0,8.0,9.0,8.0
3779640050,8.5,8.5,8.0,8.5,9.0
3779640051,7.5,8.0,7.0,8.0,7.5
3779640052,9.0,9.0,8.5,9.0,9.0
3779640053,8.5,8.5,8.0,9.0,9.0
3779640054,9.0,9.0,8.5,9.0,9.0
3779640055,8.5,8.0,8.5,9.0,8.5
3779640056,8.0,8.5,8.0,9.0,8.0
3779640057,8.5,8.0,8.5,8.5,9.0
3779640058,8.5,8.5,8.5,8.0,9.0
3779640059,9.0,9.0,9.0,8.5,9.0
3779640060,9.0,8.5,9.5,9.5,9.5
3779640061,9.0,9.5,9.5,9.0,8.5
3779640062,9.0,8.5,9.5,9.0,9.0
3779640063,9.5,9.5,9.5,9.5,9.0
3779640064,9.5,9.5,9.5,10.0,9.5
3779640065,6.5,9.5,5.5,9.0,9.5
3779640066,8.5,9.0,8.5,8.5,9.5
3779640067,9.0,9.0,9.0,8.5,9.0
3779640068,9.0,9.0,9.0,9.5,9.5
3779640069,9.5,9.0,9.5,9.5,9.5
3779640070,9.0,9.0,8.5,9.0,9.5
3779640073,8.0,8.5,7.0,8.5,8.0
3779640074,8.0,8.5,7.5,8.5,8.5
3779640075,9.0,8.5,9.0,9.0,9.0
3779640076,9.0,8.5,9.0,9.0,9.0
3779640077,8.5,8.5,8.5,9.5,9.5
3779640078,8.5,9.0,8.0,9.5,9.5
3779640079,7.5,8.5,6.5,9.0,8.5
3779640080,8.5,8.5,8.0,9.5,9.0
3779640081,8.5,8.5,8.5,9.5,9.0
3779640082,8.5,9.0,9.0,8.5,8.5
3779640083,9.0,9.5,9.0,9.0,9.0
3779640084,8.5,9.0,8.5,8.5,9.0
3779640085,8.5,9.5,8.5,8.5,8.5
3779640086,8.5,8.5,9.0,8.5,9.0
3779640087,9.0,9.0,9.0,9.0,9.5
3779640088,9.0,9.0,9.0,9.0,9.0
3779640089,8.5,9.0,8.5,8.5,9.0
3779640090,8.0,9.0,8.0,7.5,8.0
3779640091,8.5,8.5,8.5,8.5,8.5
3779640092,9.0,9.0,9.5,9.0,9.0
3779640093,8.0,9.0,7.5,8.5,9.5
3779640094,9.0,8.5,9.5,10.0,9.0
3779640095,8.5,9.5,8.5,8.5,8.5
3779640096,7.5,8.5,6.5,9.5,8.5
3779640097,8.5,8.5,8.5,9.5,9.5
3779640098,9.5,9.0,9.5,9.5,9.5
3779640099,8.0,9.0,8.0,8.0,8.5
3779640100,7.0,9.0,6.5,7.0,7.5
3779640101,8.0,9.5,9.0,7.5,8.0
3779640102,7.0,9.0,6.0,8.0,8.5
3779640103,8.0,9.5,8.0,8.5,7.0
3779755001,9.5,9.5,9.0,10.0,9.5
3779755002,9.5,9.5,9.0,10.0,10.0
3779755003,9.0,8.5,9.5,10.0,9.5
3779755004,9.5,10.0,9.0,10.0,9.5
3779755005,9.5,9.5,10.0,10.0,9.0
3779755006,8.5,9.5,9.5,9.5,8.0
3779755007,9.0,9.5,9.5,9.5,8.5
3779755008,9.0,8.5,9.0,9.5,9.0
3779755009,9.0,8.5,9.0,9.5,9.0
3779755010,9.0,8.5,9.0,10.0,9.5
3779755011,9.0,8.5,9.0,9.5,9.0
3779755012,8.5,8.5,8.5,10.0,9.0
3779755013,7.0,9.5,7.0,7.0,8.5
3779755014,8.0,8.5,7.5,8.0,8.0
3779755015,9.5,10.0,9.5,10.0,9.5
3779755016,9.5,9.5,9.5,10.0,9.5
3779755017,9.0,10.0,9.0,9.5,9.0
3779755018,9.5,10.0,9.5,9.5,9.5
3779755019,9.5,9.5,9.5,10.0,10.0
3779755020,9.5,10.0,9.0,10.0,10.0
3779755021,9.5,9.5,9.5,10.0,10.0
3779755022,9.0,9.5,9.0,9.5,9.0
3779755023,8.5,8.5,10.0,10.0,8.5
3779755024,3.0,9.0,3.0,3.0,4.0
3779755025,9.5,9.5,9.5,10.0,9.5
3779755026,9.0,9.5,9.5,9.0,8.5
3779755027,9.5,9.5,9.5,9.5,9.0
3779755028,9.0,8.5,10.0,10.0,10.0
3779755029,9.0,9.0,9.5,8.5,9.0
3779755030,9.5,9.0,9.5,10.0,9.5
3779755031,9.0,8.5,9.5,10.0,9.5
3779755032,9.0,8.5,9.0,9.5,9.5
3779755033,9.0,9.5,9.5,9.0,9.0
3779755034,9.0,9.5,9.5,8.5,9.0
3779755035,8.5,9.5,8.0,8.5,9.0
3779755036,9.0,8.5,9.0,9.0,9.0
3779755037,8.5,8.5,9.5,9.0,8.5
3779755038,7.5,9.0,7.0,7.5,7.5
3779755040,7.5,9.5,7.5,7.0,8.0
3779755042,8.5,9.5,8.0,9.5,8.5
3779755043,8.0,9.0,7.0,9.0,9.0
3779755044,4.5,9.0,4.0,5.0,5.0
3779755045,6.5,9.0,7.5,6.5,6.5
3779755046,5.0,9.0,6.0,4.5,5.0
3779755047,5.0,8.5,4.5,5.5,5.5
3779755048,8.5,10.0,8.0,9.5,9.0
3779755049,9.0,9.5,9.5,9.0,9.0
3779755050,9.0,10.0,9.5,9.0,8.5
3779755051,9.0,10.0,9.5,8.5,9.0
3779755052,9.5,9.5,9.5,10.0,9.0
3779755053,7.5,9.5,8.0,8.0,7.0
3779755054,7.0,8.5,7.0,7.0,7.0
3779755055,5.5,9.0,5.5,5.5,6.5
3779755056,8.5,8.5,8.5,9.5,8.5
3779755057,7.5,8.5,7.5,7.5,7.0
3779755058,8.0,9.0,9.5,7.5,8.5
3779755059,6.0,9.0,6.0,6.0,6.5
3779755060,6.0,9.0,7.0,6.0,6.0
3779755061,7.5,9.0,8.0,7.0,7.5
3779755062,5.0,8.5,5.5,5.0,5.0
3779755063,7.0,10.0,8.0,7.0,7.0
3779755064,9.5,9.5,10.0,9.5,9.5
3779755065,9.0,9.5,9.0,9.5,9.0
3779755066,9.5,9.5,9.5,10.0,9.5
3779755067,9.5,10.0,9.5,10.0,9.5
3779755068,7.0,8.5,6.0,10.0,8.5
3779755069,6.5,9.5,8.0,6.5,6.5
3779755070,6.5,9.5,8.5,6.5,6.0
3779755071,7.0,8.5,8.5,7.0,6.5
3779755072,6.5,9.5,7.5,6.5,6.5
3779755073,7.5,9.0,8.5,7.5,7.0
3779755074,5.0,9.5,5.0,4.5,5.0
3779755075,7.5,9.5,8.0,7.0,7.5
3779755076,5.5,8.5,4.5,6.0,6.0
3779755077,8.5,9.5,8.5,8.5,8.5
3779755078,5.5,9.5,4.5,8.0,8.0
3779755079,4.5,9.0,4.5,4.5,5.0
3779755080,5.5,9.5,6.0,5.5,5.5
3779755081,5.0,9.5,6.0,5.0,5.0
3779755082,5.5,9.5,4.5,6.0,6.5
3779755083,5.0,9.0,4.5,5.5,5.5
3779755084,5.0,8.5,4.5,5.0,5.5
3779755085,6.5,9.5,8.0,6.5,6.5
3779755086,5.5,10.0,7.5,5.5,5.5
3779755087,6.5,10.0,8.0,6.5,6.0
3779755088,9.5,9.5,9.5,9.5,9.5
3779755089,8.5,8.5,8.5,9.0,9.0
3779755090,9.0,9.0,8.5,9.0,9.5
3779755091,4.5,9.5,4.0,4.5,4.5
3779755092,4.0,9.0,3.0,4.0,5.0
3779755093,5.0,9.0,5.5,5.0,5.0
3779755094,5.5,9.5,5.0,5.5,5.5
3779755095,8.5,8.5,8.5,8.5,8.5
3779755096,7.0,9.5,8.5,7.0,7.0
3779755097,4.5,9.0,4.5,4.5,5.0
3779755098,7.0,9.0,7.5,7.0,6.0
3779755099,4.5,8.5,4.0,5.0,5.0
3779755100,5.5,9.5,6.0,5.5,5.5
3779755101,6.5,9.5,7.0,6.5,6.0
3779755102,5.0,9.5,5.0,4.5,5.0
3779755103,5.0,9.0,4.5,5.5,5.0
3779755104,6.0,9.0,7.5,6.0,5.5
3779755105,5.0,9.0,4.5,5.0,5.5
3779755106,5.0,8.5,6.5,5.0,5.0
3779755107,5.5,9.0,6.5,5.5,5.5
3779755108,5.0,9.5,4.5,5.0,5.0
3779755109,5.0,10.0,4.5,5.0,6.0
3779755110,4.5,9.0,4.5,5.0,4.5
3779755111,8.0,9.5,8.0,7.5,8.0
3779755112,8.5,8.5,9.0,8.5,9.0
3779755113,8.5,9.0,8.0,9.5,9.5
3779755114,6.5,8.5,8.5,6.0,6.5
3779755115,5.0,9.0,4.5,5.5,5.5
3779755116,5.0,9.5,5.0,5.0,6.0
3779755117,9.0,9.0,9.0,9.0,8.5
3779755118,7.0,9.5,8.0,7.0,7.0
3779755119,5.0,9.0,4.5,5.0,5.0
3779755120,5.5,8.5,4.5,5.5,6.0
3779755121,5.0,8.5,4.5,5.0,5.0
3779755122,6.0,9.5,5.5,6.0,6.0
3779755123,4.5,9.0,4.5,4.5,4.5
3779755124,4.5,8.5,4.0,5.0,5.0
3779755125,5.5,9.5,5.5,6.0,5.5
3779755126,6.5,8.5,7.0,6.5,6.5
3779755127,5.5,9.5,6.0,5.0,5.5
3779755128,5.0,9.0,5.0,5.0,5.5
3779755129,3.5,8.5,2.5,4.0,3.5
3779755130,4.0,9.5,3.5,4.5,4.0
3779755131,5.5,9.0,6.0,5.0,5.5
3779755132,8.5,9.0,9.0,9.0,8.0
3779755133,5.5,9.0,7.0,5.5,5.5
3779755134,5.0,8.5,5.5,5.0,5.0
3779755135,5.5,9.0,6.0,5.5,5.5
3779756001,2.5,9.0,2.5,2.0,4.0
3779756002,4.5,9.0,4.0,4.5,5.5
3779756003,5.0,9.5,4.0,7.5,7.0
3779756004,5.5,9.5,5.5,5.0,7.0
3779756005,5.5,8.5,4.5,6.5,6.5
3779756006,3.0,9.0,2.0,4.0,4.0
3779756007,4.0,9.5,3.0,5.0,5.0
3779756008,5.5,9.5,5.5,5.5,6.0
3780125001,7.0,8.5,6.0,8.5,8.5
3780125002,8.5,8.5,8.5,9.0,9.0
3780125003,9.5,9.5,9.5,10.0,9.5
3780125004,9.5,9.5,9.5,9.5,9.0
3780125005,9.0,9.0,9.0,9.5,9.5
3780125006,9.0,8.5,9.0,9.5,9.0
3780125007,9.0,9.0,9.0,9.5,9.0
3780125008,9.0,8.5,9.0,9.0,9.0
3780125009,9.0,9.0,8.5,9.5,9.0
3780125010,9.0,8.5,9.0,9.5,9.0
3780125011,9.0,8.5,9.0,9.0,9.0
3780125012,9.0,9.0,8.5,9.0,9.5
3780125013,9.0,8.5,9.0,9.0,9.5
3780125014,9.0,9.0,9.0,9.5,9.5
3780125015,9.0,9.0,9.0,9.5,9.5
3780177001,9.5,9.5,10.0,9.5,9.5
3780177002,9.0,9.0,9.0,9.5,9.5
3780177003,9.5,9.5,9.5,10.0,10.0
3780177004,9.5,9.5,9.0,9.5,9.5
3780177005,9.0,9.0,9.0,9.5,9.5
3780177006,9.5,9.0,9.5,9.5,9.5
3780177007,9.5,9.5,9.5,9.5,10.0
3780177008,9.0,8.5,10.0,10.0,10.0
3780177009,9.5,9.5,10.0,9.5,10.0
3780177010,9.5,9.0,10.0,9.5,9.5
3780177011,8.5,9.5,9.5,8.5,8.5
3780177012,8.5,9.0,9.5,8.5,8.5
3780177013,8.5,9.5,9.0,8.5,8.5
3780177014,9.0,10.0,8.5,9.0,9.0
3780177015,8.5,9.5,8.5,8.5,8.0
3780177016,8.5,9.0,8.0,9.0,8.5
3780177017,9.0,9.5,9.0,9.0,9.5
3780177018,8.5,9.5,8.0,9.0,9.5
3780177019,9.0,9.5,8.5,10.0,9.5
3780177020,9.5,9.5,9.5,10.0,9.5
3780177021,9.5,9.0,9.5,10.0,9.5
3780177022,9.0,9.5,8.5,9.5,9.5
3780177023,9.0,8.5,9.5,9.5,9.5
3780177025,8.5,9.0,8.5,8.5,8.0
3780177026,8.5,8.5,8.5,8.5,9.0
3780177027,8.5,9.0,8.5,9.0,8.5
3780178001,9.0,8.5,9.5,9.5,9.0
3780178002,9.0,8.5,9.5,9.5,9.5
3780178003,9.5,9.0,9.5,9.5,9.5
3780178004,9.0,9.0,9.0,9.0,9.0
3780178005,9.0,8.5,9.0,9.0,9.0
3780178006,9.0,9.0,9.0,9.0,9.5
3780178007,9.0,8.5,9.5,9.0,9.0
3780178008,9.0,9.0,9.5,9.5,9.0
3780178009,9.0,8.5,9.5,9.5,9.0
3780178010,9.0,9.0,9.5,9.0,9.0
3780178011,9.0,8.5,9.5,9.5,9.0
3780178012,9.0,9.0,9.5,9.0,9.0
3780178013,9.0,9.0,9.5,9.0,9.0
3780178015,8.5,9.0,9.0,8.0,9.0
3780178016,9.5,9.0,9.5,9.5,9.5
3780256001,9.5,9.5,9.5,9.5,9.5
3780256002,9.5,9.5,9.5,9.5,9.5
3780256003,9.5,10.0,9.5,9.5,9.5
3780256004,9.5,10.0,9.0,10.0,10.0
3780256005,10.0,10.0,9.5,10.0,10.0
3780256006,9.0,9.0,9.0,9.0,9.0
3780256007,8.5,9.5,8.0,9.0,8.5
3780256008,8.0,9.5,8.0,8.0,8.0
3780256009,7.5,9.0,9.0,7.5,7.5
3780256010,8.0,9.5,8.0,9.0,8.0
3780256011,9.5,9.5,9.5,10.0,10.0
3780256012,8.5,9.0,8.0,9.5,9.5
3780256013,9.5,9.5,9.5,9.5,9.5
3780256014,9.5,9.5,9.0,9.5,9.5
3780256015,9.0,9.5,9.0,8.5,9.5
3780256016,9.0,9.5,9.0,9.0,9.0
3780256017,9.5,9.5,9.5,9.5,9.5
3780256018,9.5,10.0,9.5,9.5,9.0
3780256020,8.5,9.0,9.0,8.5,8.0
3780256021,9.0,9.0,8.5,9.5,9.5
3780256022,9.0,9.0,9.5,9.0,9.5
3780256023,9.5,9.5,9.5,9.5,9.5
3780779001,6.5,8.5,5.5,9.0,9.5
3780779002,9.0,9.0,9.0,9.5,9.5
3780779003,9.0,8.5,9.5,9.5,10.0
3780779004,8.5,8.0,8.5,9.5,9.5
3780779005,8.5,8.0,8.5,9.0,9.5
3780779006,9.0,9.0,8.5,9.5,9.5
3780779007,7.0,8.5,7.0,7.0,7.0
3781255001,9.0,9.5,9.0,9.0,10.0
3781255002,8.5,9.5,8.5,8.5,9.5
3781255003,9.0,9.0,9.0,10.0,10.0
3781255004,9.0,9.0,9.0,10.0,10.0
3781255005,9.0,9.0,9.0,9.5,9.0
3781255007,8.0,9.5,7.0,10.0,10.0
3781255008,9.5,9.0,9.5,9.5,9.5
3781255010,9.5,9.0,9.5,10.0,10.0
3781255011,9.5,9.0,9.5,10.0,10.0
3781255015,9.5,9.5,9.5,10.0,9.5
3781255018,9.0,9.5,8.5,9.5,9.5
3781255019,9.0,9.0,9.0,10.0,10.0
3781255021,9.5,9.5,9.0,10.0,9.5
3781255022,9.0,8.5,9.0,9.5,9.5
3781255025,8.5,9.5,8.0,10.0,10.0
3781255026,9.5,9.5,9.5,10.0,10.0
3781255029,9.5,10.0,9.0,10.0,9.5
3781255030,9.5,9.5,9.0,9.5,10.0
3781255033,9.5,9.5,9.5,10.0,10.0
3781255039,9.5,10.0,9.5,9.5,9.5
3781255042,8.5,9.5,8.5,10.0,8.0
3781255044,9.0,9.0,8.5,9.0,9.0
3781255045,8.0,9.0,7.0,9.5,9.0
3781255048,9.0,8.5,9.0,9.0,9.0
3781350001,4.5,9.0,4.5,4.5,5.0
3781350002,8.0,9.5,8.0,8.0,8.0
3781350003,8.0,9.0,8.0,8.0,8.0
3781350004,8.5,8.5,8.0,9.0,9.0
3781350006,9.0,9.5,8.5,9.0,9.5
3781350007,9.0,9.0,8.5,9.5,9.5
3781350009,6.0,9.0,6.0,6.0,6.0
3781350010,8.0,8.5,8.0,8.5,8.0
3781350011,7.0,8.5,7.0,7.0,7.5
3781350012,8.5,8.5,8.5,8.5,8.5
3781350013,9.0,9.5,9.0,9.0,9.0
3781350014,8.5,9.0,8.5,8.5,9.0
3781350015,9.0,9.5,9.0,9.0,9.5
3781350016,8.5,10.0,8.5,8.5,9.0
3781350017,9.0,9.0,9.0,9.5,9.5
3781350018,8.0,8.5,7.5,8.0,8.0
3781350019,8.5,9.0,8.5,8.5,9.0
3781350020,9.0,9.5,8.5,9.0,9.0
3781350021,9.0,9.0,9.0,9.0,9.5
3781350022,9.0,9.5,8.5,9.0,10.0
3781350023,9.5,9.0,9.5,9.5,9.5
3781350024,9.0,9.0,9.0,9.5,9.5
3781350025,10.0,9.5,10.0,10.0,10.0
3781350026,9.0,9.0,9.0,9.0,9.0
3781350027,9.0,9.0,8.5,9.0,9.5
3781350028,9.0,9.0,9.0,9.5,9.5
3781350029,9.5,9.0,9.5,9.5,9.5
3781350030,9.5,9.5,10.0,9.5,9.5
3781350031,8.5,8.5,9.0,8.5,9.0
3781350032,9.0,10.0,9.0,8.5,9.0
3781365001,8.5,8.5,8.5,9.0,9.0
3781365002,8.5,8.5,9.0,8.5,9.0
3781365003,9.0,8.5,9.0,9.5,9.0
3781365004,8.5,8.5,8.0,8.5,9.0
3781365005,9.0,8.5,9.5,9.0,9.5
3781365006,8.5,8.5,8.5,9.0,9.5
3781365007,9.0,9.0,8.5,9.5,9.5
3781365008,8.5,8.5,9.0,8.0,9.0
3781365009,9.0,9.0,9.0,9.0,9.0
3781365010,9.0,8.5,9.0,9.0,9.0
3781365011,9.0,8.5,9.0,9.5,9.0
3781365012,8.5,8.5,8.5,9.0,9.0
3781365013,9.0,8.5,9.0,9.0,9.5
3781365014,9.0,8.5,9.5,9.0,9.5
3781365015,9.5,9.0,9.5,9.5,9.5
3781365016,9.0,8.5,9.0,9.0,9.5
3781365017,9.0,8.5,9.5,9.0,9.5
3781365018,9.0,8.5,9.0,9.5,9.5
3781365019,9.0,8.5,9.0,9.0,9.5
3781365020,9.0,8.5,9.0,9.0,9.0
3781365021,9.0,8.5,9.5,9.0,9.5
3781365022,9.0,8.5,9.5,9.5,9.5
3781365023,9.0,8.5,9.0,9.5,9.5
3781365024,9.0,8.5,9.5,9.5,9.5
3781365025,8.5,8.5,9.0,8.0,9.0
3781365026,9.0,8.5,9.0,9.0,9.0
3781365027,8.5,8.5,9.0,8.5,9.0
3781365028,8.5,8.5,9.0,8.5,9.0
3781365029,8.5,8.5,9.0,8.0,8.5
3781365030,9.0,8.5,9.5,10.0,9.5
3781365031,8.5,8.5,9.0,8.5,8.0
3781365032,8.5,8.5,8.5,8.0,9.0
3781365033,8.5,8.5,9.5,8.0,9.0
3781365034,8.5,8.5,9.0,8.5,9.5
3781365035,8.5,8.5,9.0,8.5,9.0
3781365036,8.5,8.5,9.5,8.0,9.5
3781365037,7.5,8.5,6.5,9.0,9.0
3781365038,8.5,8.5,8.0,9.0,9.0
3781365039,7.5,8.5,8.5,7.5,7.5
3781365040,7.5,8.5,8.0,6.5,8.5
3781365041,9.5,9.0,9.5,10.0,9.5
3781365042,9.5,9.0,9.5,10.0,10.0
3781365043,9.0,8.5,9.5,9.5,9.5
3781365044,9.5,9.0,9.5,10.0,9.5
3781365045,9.0,8.5,9.5,9.5,9.5
3781365046,9.5,9.0,9.5,9.5,9.5
3781365047,9.5,9.5,9.5,9.5,9.5
3781365048,9.5,9.5,9.5,10.0,10.0
3781365049,9.0,9.5,8.5,9.5,10.0
3781365050,9.5,9.0,9.5,10.0,10.0
3781365051,9.0,9.5,8.5,10.0,9.5
3781365052,8.5,8.5,8.0,9.0,9.5
3781365053,9.5,9.5,9.0,10.0,9.5
3781365055,9.5,9.5,9.0,10.0,10.0
3781365056,9.5,9.0,9.5,9.5,9.5
3781365057,9.5,9.5,9.0,9.5,9.5
3781365058,8.5,8.5,8.5,9.0,9.0
3781365059,9.5,9.0,9.5,9.5,9.5
3781365060,9.0,9.0,9.0,9.5,9.5
3781365061,8.5,8.5,9.0,8.5,9.5
3781365062,8.5,8.5,8.5,8.5,9.0
3781365063,9.0,8.5,9.0,9.0,9.0
3781365064,9.0,8.5,9.5,9.5,9.5
3781365065,7.5,8.5,6.5,9.0,8.0
3781365066,8.5,8.5,8.5,9.5,9.5
3781365067,9.0,9.0,8.5,9.5,9.5
3781365068,9.0,8.5,9.5,8.5,9.5
3781365069,9.0,9.0,9.0,9.0,9.5
3781365070,9.0,8.5,9.5,9.5,9.5
3781365071,9.0,9.0,9.5,9.0,9.5
3781365072,8.5,8.5,8.5,9.5,9.5
3781365073,9.0,8.5,9.0,9.5,9.5
3781365074,9.0,8.5,9.0,9.5,9.5
3781365075,8.5,8.5,8.5,8.0,8.5
3781365076,8.5,9.0,8.5,9.0,8.5
3781365077,8.5,8.5,9.0,8.5,9.0
3781365078,8.5,8.5,9.0,8.0,8.5
3781365079,4.5,9.5,3.5,5.5,7.5
3781365080,8.0,9.0,8.5,8.0,8.0
3781365081,8.0,9.5,8.5,7.0,8.0
3781365082,7.5,8.5,8.0,7.0,7.5
3781365083,8.5,9.0,8.5,8.0,9.0
3781365084,8.0,9.5,8.5,7.5,9.0
3781365085,8.0,8.5,8.0,7.5,8.0
3781365086,8.0,9.5,7.5,8.0,8.0
3781365087,7.5,9.0,7.5,7.5,8.0
3781365088,7.5,10.0,7.0,7.5,7.5
3781365089,7.0,9.5,7.0,6.5,7.0
3781365090,8.5,9.5,8.5,8.5,8.5
3781365091,8.5,9.0,8.5,8.5,9.0
3781365092,8.5,9.0,8.5,8.5,8.0
3781365093,8.0,8.5,8.0,7.5,8.0
3781365094,8.0,9.0,8.0,7.5,9.0
3781365095,8.0,8.5,9.0,7.5,8.0
3781365096,8.5,9.0,8.5,8.5,9.0
3781365097,8.5,9.0,8.0,9.0,9.0
3781365098,9.0,8.5,9.0,9.5,9.5
3781365099,9.0,9.0,8.5,9.5,9.5
3781365100,8.5,8.5,8.0,9.0,9.5
3781365101,9.5,9.0,9.5,10.0,9.5
3781365102,7.5,9.0,7.5,7.5,8.0
3781365103,7.0,9.5,7.0,6.5,7.0
3781365104,5.5,9.0,4.5,6.5,6.5
3781365105,8.0,9.0,8.5,7.0,8.5
3781365106,5.5,9.0,4.5,6.0,6.0
3781365107,7.5,9.5,7.5,6.5,8.0
3781365108,8.0,9.5,7.5,8.0,8.0
3781365109,8.0,9.0,8.0,8.0,8.0
3781365110,7.0,9.0,7.0,6.5,7.0
3781365111,8.5,9.0,8.5,8.5,9.0
3781365112,7.5,9.5,8.0,7.0,7.5
3781365113,6.5,9.0,6.5,6.5,8.5
3781365114,8.0,9.5,8.5,7.5,8.5
3781365116,8.0,9.5,8.0,7.5,8.0
3781365117,9.0,9.0,8.5,9.0,9.5
3781365118,8.0,9.5,8.0,7.5,8.0
3781365119,9.0,9.0,9.0,8.5,9.0
3781365120,8.5,8.5,8.5,9.0,9.0
3781365121,9.0,8.5,9.5,9.5,9.0
3781365122,8.5,9.5,8.5,8.5,9.0
3781365123,9.0,9.0,9.0,8.5,9.0
3781365124,9.5,9.5,9.5,9.5,9.5
3781365125,8.5,8.5,9.0,8.5,9.0
3781365126,9.0,8.5,9.0,9.0,9.0
3781365127,9.0,8.5,9.5,9.0,9.5
3781365128,9.0,8.5,9.0,9.0,9.0
3781365129,9.0,8.5,9.0,9.0,9.5
3781365130,7.5,8.5,8.0,7.0,8.0
3781365131,8.5,8.5,8.5,8.0,8.5
3781365132,7.5,8.5,8.0,6.5,8.0
3781365133,7.5,8.5,8.0,6.5,8.5
3781365134,7.5,8.5,8.0,6.5,7.5
3781365135,8.0,9.0,8.0,8.0,8.5
3781365136,8.5,9.0,8.5,8.5,8.5
3781365137,8.5,9.0,8.0,8.5,8.5
3781365138,8.0,9.0,8.5,7.0,8.0
3781365139,7.5,8.5,8.0,7.0,7.5
3781365140,7.5,9.0,8.0,6.5,8.0
3781365141,8.5,9.0,8.5,8.5,9.0
3781365142,9.0,9.5,9.0,9.0,9.0
3781365143,9.0,9.5,9.0,8.5,9.5
3781365144,8.5,9.0,8.5,8.5,9.0
3781365145,8.5,9.0,8.0,8.5,8.5
3781365146,8.5,9.0,8.0,9.0,8.5
3781365147,8.5,9.0,8.0,8.5,8.5
3781365148,8.5,8.5,8.0,8.5,8.5
3781365149,8.5,9.0,8.0,8.5,8.5
3781365150,8.5,9.0,8.5,8.5,9.0
3781365151,8.5,9.0,8.5,8.5,8.5
3781365152,9.0,9.0,9.0,9.0,9.5
