Identifier,Grade,Grade_Ground_Truth,Centering,Centering_Ground_Truth,Surface,Surface_Ground_Truth,Corners,Corners_Ground_Truth,Edges,Edges_Ground_Truth
3757764082,8.0,5.5,9.0,8.5,6.0,4.5,9.0,7.0,8.5,7.5
3757764084,8.0,9.0,9.0,8.5,6.0,9.5,9.0,9.5,8.5,9.0
3757764090,8.0,9.0,9.0,9.0,6.0,8.5,9.0,9.0,9.0,9.5
3757764091,9.0,9.0,9.0,9.5,8.5,8.5,9.0,7.5,9.0,9.0
3757764092,9.0,8.0,9.0,9.5,8.5,8.5,9.0,7.5,9.0,8.5
3757764099,9.0,9.5,9.0,9.5,7.5,9.0,9.0,10.0,9.0,9.5
3757764104,8.0,8.0,9.0,9.5,8.0,8.5,8.0,8.0,8.0,8.0
3757764105,8.0,7.5,9.0,9.5,8.0,7.5,8.0,7.5,8.0,7.5
3757764108,8.5,9.0,9.0,9.0,6.5,8.5,9.0,9.5,9.0,9.0
3757764110,8.0,9.0,9.0,9.5,6.5,8.5,9.0,9.0,8.5,9.5
3757764111,8.5,6.5,9.0,10.0,6.5,5.5,9.0,9.5,9.0,8.5
3757764117,8.5,8.5,9.0,9.5,8.0,8.5,8.5,8.5,8.0,8.5
3757764121,8.0,9.0,9.0,9.5,8.0,8.5,8.0,9.0,8.0,9.0
3757764122,8.5,8.5,9.0,9.5,8.0,8.0,8.5,8.5,8.5,9.0
3757764124,8.5,4.5,9.0,8.5,8.0,3.5,8.5,6.5,8.5,5.0
3757764125,8.5,6.0,9.0,9.0,8.0,6.0,8.5,6.5,8.0,5.5
3757764129,8.5,9.0,9.0,8.5,8.0,9.5,8.5,9.5,8.5,9.5
3757764132,9.0,7.5,9.0,8.0,8.0,6.5,9.0,8.5,9.0,8.5
3757764135,9.0,8.0,9.0,9.0,8.5,7.5,8.5,8.5,9.0,9.0
3757764139,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5
3757764140,9.0,9.0,9.0,9.5,8.5,9.0,9.0,9.0,9.0,9.5
3757764147,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3757764153,9.0,9.5,9.5,9.5,8.5,9.5,9.5,10.0,9.0,9.5
3757764155,9.0,7.5,9.5,10.0,8.0,6.5,9.5,10.0,9.0,10.0
3757764156,9.0,8.5,9.5,10.0,8.0,8.0,9.5,10.0,9.0,9.5
3757764159,9.0,9.5,9.5,10.0,8.0,9.0,9.5,9.5,9.0,9.5
3757764161,9.0,9.5,9.5,9.5,8.0,9.0,9.5,10.0,9.0,10.0
3757764165,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5,9.0,9.5
3757764174,8.5,8.5,9.0,9.5,8.0,8.5,8.0,8.5,8.5,8.5
3757764175,9.0,8.5,9.0,8.5,8.5,9.0,8.5,8.5,8.5,9.0
3757764179,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5
3757764180,9.0,6.5,9.5,10.0,8.0,5.5,9.0,8.5,9.0,8.5
3757764182,9.0,9.5,9.5,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3757764183,9.0,9.5,9.0,10.0,8.5,9.5,9.5,9.5,9.0,9.5
3757796002,8.5,9.0,9.0,9.0,8.0,9.0,8.5,8.5,8.5,9.0
3757796003,8.5,9.0,9.0,9.0,8.0,9.0,8.5,9.0,8.5,8.5
3757796006,9.0,9.5,9.0,10.0,9.0,9.5,9.5,10.0,9.0,9.5
3757796011,8.0,3.5,9.0,9.0,8.0,2.5,8.0,3.5,8.0,4.0
3757796013,9.0,9.5,9.0,9.5,9.0,10.0,9.0,10.0,9.0,9.5
3757796026,9.0,9.5,9.0,9.5,8.5,9.5,9.0,9.0,9.0,9.5
3757796030,9.0,8.5,9.0,8.5,8.0,8.0,9.0,9.0,8.5,9.0
3757796035,8.5,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.5,9.5
3757796037,8.5,9.5,9.0,9.0,8.0,9.5,8.5,9.5,8.5,9.5
3757796038,8.5,9.0,9.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0
3757796042,8.5,9.0,9.0,9.0,8.0,9.0,8.5,9.5,8.5,9.5
3757817002,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.5,9.5
3757817010,8.0,8.0,9.0,9.0,7.0,8.5,8.0,7.5,8.5,9.0
3757817017,8.5,8.0,9.0,8.5,7.5,8.0,8.5,7.5,8.5,8.0
3757817020,9.0,9.0,9.0,8.0,8.0,9.5,9.0,10.0,9.0,10.0
3757817025,8.5,9.0,9.0,9.0,7.0,8.5,9.0,9.5,9.0,9.0
3757817037,9.0,9.5,9.0,9.5,9.0,9.0,9.0,10.0,9.0,9.5
3757817041,9.0,9.5,9.5,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3757817046,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.5,9.0,9.0
3757817048,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,8.5,9.5
3757817054,8.5,8.5,9.0,8.5,7.5,8.5,8.5,9.0,8.5,9.0
3757817056,8.0,8.0,9.0,9.5,7.0,8.5,8.5,8.0,8.0,8.0
3757817061,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,9.0
3757817063,8.5,9.0,9.0,9.0,7.0,8.5,9.0,9.0,9.0,9.5
3757817066,9.0,8.5,9.0,9.5,8.5,8.5,9.0,8.5,8.0,8.5
3757817067,9.0,9.5,9.0,9.0,8.0,9.5,9.0,9.5,9.0,9.5
3757817068,9.0,9.0,9.0,9.5,9.0,9.5,9.0,9.0,8.5,9.0
3757817078,8.0,8.5,9.0,9.5,7.0,8.0,8.0,8.5,8.5,8.5
3757817082,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0
3757817083,9.0,8.5,9.0,9.5,9.0,9.0,9.0,8.5,9.0,8.5
3757817084,9.0,9.5,9.0,9.5,8.5,9.5,9.0,10.0,9.0,10.0
3757817087,9.0,9.5,9.0,10.0,9.0,9.0,8.5,10.0,8.5,9.5
3757817089,9.0,9.5,9.0,9.5,8.5,9.5,9.0,9.5,8.5,9.5
3757817091,8.0,5.5,9.0,9.0,8.0,4.5,8.0,8.0,8.0,8.0
3757817094,9.0,9.5,9.0,9.0,9.0,10.0,9.5,10.0,9.0,10.0
3757817096,9.0,9.5,9.0,9.5,9.0,9.5,9.5,10.0,9.0,10.0
3757817098,9.0,9.5,9.0,9.5,9.0,10.0,9.5,10.0,9.0,9.5
3757817101,9.0,9.0,9.0,9.0,8.5,10.0,9.5,10.0,9.0,9.0
3757817102,9.0,10.0,9.0,10.0,8.5,9.5,9.5,10.0,9.0,10.0
3757817106,9.0,10.0,9.0,10.0,8.5,10.0,9.5,9.5,9.0,10.0
3757817107,9.0,10.0,9.0,10.0,8.5,10.0,9.5,10.0,9.0,10.0
3757817109,9.0,9.5,9.0,9.5,8.5,10.0,9.5,10.0,9.0,9.5
3757817113,9.0,6.5,9.0,9.5,8.0,6.5,9.0,6.5,9.0,6.0
3757817115,8.0,8.5,9.0,8.5,7.0,8.5,8.5,8.5,8.5,9.0
3757817118,8.0,2.5,9.0,8.5,7.0,2.5,8.0,2.0,8.0,4.5
3757817121,8.0,5.5,9.0,9.0,7.0,4.5,8.0,9.0,8.5,8.0
3757817126,8.0,7.0,9.0,9.0,6.5,6.0,8.0,8.0,8.0,8.5
3757817133,8.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,8.5,8.0
3757817137,8.5,8.0,9.0,9.5,8.0,8.5,8.5,7.5,8.5,8.0
3757817138,8.5,8.5,9.0,8.5,7.5,8.0,8.5,9.0,8.5,9.0
3757817139,8.5,6.5,9.0,9.0,7.0,7.5,9.0,6.5,8.5,6.5
3757817141,8.5,7.5,9.0,9.5,8.0,7.5,8.5,8.0,8.5,7.5
3757817143,8.5,9.0,9.0,9.5,8.0,9.0,8.5,9.0,8.0,9.0
3759175001,9.0,9.0,9.0,8.5,8.0,9.0,8.5,9.5,9.0,9.5
3759175002,9.0,9.5,9.0,9.5,8.0,9.5,8.5,9.5,9.0,9.5
3759175004,9.0,9.0,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5
3759175007,9.0,8.5,9.0,8.5,8.0,8.0,8.5,9.5,9.0,9.5
3759175011,9.0,8.5,9.0,9.0,8.0,8.0,8.5,8.5,9.0,9.0
3759175017,9.0,9.0,9.0,8.5,8.0,10.0,9.0,9.5,9.0,9.5
3759175018,9.0,9.0,9.5,9.5,7.5,9.0,9.5,9.0,9.0,9.0
3759175024,9.0,9.5,9.5,9.5,8.0,9.0,9.5,10.0,9.0,9.5
3759175028,9.0,10.0,9.5,10.0,7.5,10.0,9.5,9.5,9.0,10.0
3759175030,8.5,8.0,9.0,9.5,7.5,7.5,8.5,8.5,8.5,9.5
3759175049,8.0,8.5,9.0,8.5,7.5,8.5,8.0,8.5,8.5,9.0
3759175053,9.0,8.5,9.0,8.5,8.0,8.5,9.0,10.0,9.0,9.5
3759175054,8.0,7.5,9.0,9.5,8.0,8.0,8.0,7.5,8.0,7.5
3760192001,8.0,8.0,9.0,9.0,8.0,8.0,8.0,7.5,8.0,8.5
3760192003,9.0,7.0,9.0,9.0,8.0,7.0,8.5,7.0,9.0,7.5
3760192007,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5,9.0,9.5
3760192012,8.5,8.0,9.0,8.5,8.0,8.0,8.5,8.0,8.5,8.0
3760192015,8.5,8.0,9.0,8.5,8.0,7.0,8.0,8.5,8.5,8.5
3760192016,9.0,8.5,9.0,8.5,9.0,8.0,9.0,9.0,9.0,9.0
3760192018,8.0,8.5,9.0,8.5,7.5,9.0,8.0,8.5,8.5,9.0
3760202001,8.5,6.5,9.0,8.5,8.0,7.0,8.0,6.5,8.5,6.5
3760202004,8.5,6.0,9.0,8.0,8.0,5.5,8.0,6.5,8.5,6.0
3760202008,8.0,5.0,9.0,9.0,8.0,4.0,8.0,5.5,8.0,5.5
3760202012,8.0,5.5,9.0,9.0,7.5,4.5,8.0,5.5,8.0,6.5
3760202014,8.0,7.0,9.0,9.0,7.5,7.0,8.0,7.0,8.0,6.5
3760202020,8.5,6.5,9.0,8.5,8.0,5.5,8.0,7.5,8.5,7.0
3760202034,8.0,8.0,9.0,8.5,7.0,8.5,8.0,8.0,8.5,8.0
3760202036,8.0,9.0,9.0,9.0,5.5,8.5,9.0,10.0,8.0,9.0
3760202041,8.0,7.0,9.0,9.0,8.0,7.5,8.0,8.0,8.0,6.0
3760202042,8.5,6.0,9.0,9.5,8.0,6.5,8.0,6.0,8.5,5.5
3760202043,8.5,8.0,9.0,8.5,6.5,8.0,9.0,8.5,9.0,8.0
3760202056,8.0,8.5,9.0,9.0,8.0,8.5,8.0,9.0,8.0,8.0
3760202058,8.0,6.5,9.0,9.0,6.0,6.0,9.0,7.5,9.0,6.5
3761026006,9.0,8.5,9.0,9.5,8.0,8.5,9.5,9.0,9.0,8.5
3761026011,9.0,9.5,9.0,9.0,8.0,9.5,8.5,9.5,9.0,9.5
3761026013,9.0,9.0,9.0,8.5,8.0,9.5,8.5,9.5,9.0,9.0
3761026014,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.5,8.5,9.5
3761026017,8.0,9.0,9.0,9.5,7.0,9.0,8.5,9.5,8.0,9.0
3761026018,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.5
3761026022,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.5
3761026023,9.0,8.5,9.0,8.5,8.0,8.5,9.0,9.5,8.5,9.0
3761026025,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.5,9.0,9.5
3761026027,9.0,8.0,9.0,8.5,9.0,7.0,9.0,9.5,9.0,9.0
3761026030,9.0,9.0,9.0,9.0,8.0,9.5,9.0,9.5,8.5,9.0
3761026032,9.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.0,9.0
3761026036,9.0,8.0,9.0,9.5,7.5,9.0,9.0,7.5,9.0,9.0
3761026038,9.0,8.5,9.0,8.5,9.0,8.5,9.0,9.5,9.0,9.5
3761026041,9.0,9.0,9.0,9.0,8.5,9.0,9.0,8.5,9.0,9.0
3761026042,9.0,8.5,9.0,9.0,8.5,8.5,9.0,8.5,9.0,9.0
3761026050,9.0,7.5,9.0,9.5,8.0,8.0,9.0,7.5,9.0,7.0
3761026052,9.0,9.0,9.0,9.0,8.5,8.5,9.0,9.5,9.0,9.5
3761026053,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.0,9.0
3761026054,8.5,9.0,9.0,9.5,8.0,9.0,8.0,9.5,8.5,9.0
3761026058,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.5
3761026062,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5
3761026066,9.0,8.5,9.0,9.5,8.0,8.0,9.0,9.5,9.0,9.5
3761026069,9.0,8.0,9.0,9.0,8.5,7.5,9.0,8.5,9.0,8.5
3761026071,9.0,8.5,9.0,9.0,8.5,8.0,9.0,9.0,9.0,9.0
3761026072,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.0,9.5
3761026073,9.0,9.0,9.0,9.0,8.0,9.5,9.5,9.5,9.0,9.0
3761026075,9.0,9.0,9.5,9.5,8.0,8.5,9.0,9.0,9.0,9.0
3761026076,8.5,8.5,9.0,8.5,8.0,8.5,8.5,9.5,8.5,9.5
3761026083,9.0,9.0,9.0,9.5,9.0,8.5,9.0,9.5,9.0,9.0
3761026089,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5
3761026090,8.5,9.0,9.0,8.5,8.0,9.0,8.5,9.5,8.5,9.5
3761026091,8.5,9.0,9.0,9.0,8.0,8.5,8.0,9.5,8.5,9.5
3761026096,9.0,9.0,9.0,9.5,8.0,8.5,9.0,9.5,9.0,9.5
3761026097,9.0,8.5,9.0,9.5,9.0,8.0,9.0,9.0,9.0,9.0
3761026107,9.0,9.0,9.5,9.5,8.0,8.5,9.0,9.5,9.0,9.0
3761026112,9.0,9.0,9.0,8.5,8.0,9.0,9.0,9.0,9.0,9.5
3761026115,9.0,9.0,9.0,9.0,8.0,8.5,8.5,9.5,9.0,9.5
3761026116,8.5,9.5,9.0,9.5,8.0,9.0,8.5,9.5,8.5,9.5
3761026122,8.5,8.5,9.0,9.5,8.0,9.0,8.5,8.5,8.5,8.5
3761026128,9.0,9.0,9.0,9.5,8.5,8.5,9.5,9.0,9.0,9.0
3761026130,9.0,9.0,9.0,8.5,8.0,9.5,9.5,9.5,9.0,9.0
3761026134,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.5,8.5,9.5
3761026139,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5
3761026140,9.0,9.5,9.0,9.0,8.5,9.5,8.5,9.5,9.0,9.5
3761026150,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0
3761026151,8.5,8.5,9.0,8.5,8.0,8.5,8.5,9.0,8.5,9.5
3761026153,9.0,9.0,9.5,9.5,8.0,9.0,9.0,9.0,9.0,9.0
3761144001,8.0,8.0,9.0,9.0,7.0,7.0,8.0,9.5,8.5,9.0
3761772007,8.5,8.5,9.0,9.0,7.5,8.0,8.5,8.5,8.5,9.0
3761772011,8.0,8.0,9.0,8.5,7.0,8.0,8.0,8.0,8.5,8.0
3761772019,8.5,9.0,9.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0
3761772027,8.5,7.0,9.0,8.5,8.0,6.0,8.5,7.5,8.5,8.5
3761772029,9.0,8.5,9.0,8.5,8.5,8.5,9.0,8.0,9.0,8.5
3761772033,9.0,8.5,9.0,9.5,8.5,8.5,9.0,8.5,8.5,9.0
3761772037,9.0,8.5,9.0,8.5,7.5,8.5,9.0,8.5,9.0,9.0
3761772042,9.0,8.5,9.0,9.0,8.0,8.0,8.5,8.5,9.0,9.0
3761772044,8.5,8.5,9.0,9.0,7.5,8.5,8.5,8.5,8.5,9.0
3761772048,8.5,8.0,9.0,9.5,8.0,8.0,8.5,7.5,8.5,8.5
3761772051,8.5,8.0,9.0,9.0,7.5,7.5,8.5,8.0,8.5,8.5
3761772055,8.5,8.0,9.0,9.5,8.0,8.0,8.5,7.5,8.5,8.5
3761772057,8.5,7.5,9.0,9.0,8.0,7.0,8.5,7.5,8.5,8.5
3761772066,9.0,7.5,9.0,9.0,8.0,7.0,9.0,8.0,8.5,7.5
3761772069,8.5,8.0,9.0,8.5,8.0,8.0,8.5,7.5,8.5,8.5
3761772073,8.5,9.0,9.0,9.0,7.5,9.0,8.5,8.5,8.5,9.0
3761772074,8.0,8.5,9.0,9.0,7.5,8.5,8.0,8.5,8.5,9.0
3761772077,8.5,8.5,9.0,9.0,8.0,8.0,8.5,8.5,8.5,9.0
3761772083,8.5,8.5,9.0,9.0,8.0,8.0,8.5,8.5,8.5,9.0
3761772085,9.0,7.5,9.0,8.5,8.0,6.5,9.0,8.5,9.0,8.5
3761772092,8.5,8.5,9.0,9.0,8.0,8.0,8.5,8.5,8.5,8.5
3761772096,8.5,8.5,9.0,8.5,8.0,8.5,8.5,9.0,8.5,9.0
3761772112,9.0,9.0,9.0,9.5,9.0,8.5,8.5,9.5,8.5,9.5
3761772113,9.0,9.0,9.0,9.5,9.0,9.0,9.5,9.5,9.0,8.5
3761772115,9.0,9.5,9.0,9.5,9.0,9.0,9.5,9.5,9.0,9.5
3761772124,8.0,8.5,9.0,8.5,8.0,8.5,8.0,8.5,8.0,9.0
3761772135,9.0,9.5,9.0,9.5,8.5,9.5,9.5,9.5,9.0,9.0
3761772138,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5
3761772140,9.0,8.0,9.0,9.5,9.0,7.0,9.0,9.5,9.0,9.5
3761772143,9.0,8.5,9.0,9.5,9.0,8.0,9.0,9.5,9.0,9.5
3761811003,9.0,9.0,9.0,8.5,9.0,10.0,9.0,10.0,9.0,10.0
3761811014,9.0,8.0,9.0,9.0,8.5,8.5,9.0,7.5,9.0,9.5
3761811015,9.0,8.5,9.0,8.5,9.0,8.5,9.0,9.0,9.0,8.5
3761811016,9.0,8.0,9.0,8.0,9.0,8.0,9.0,9.5,8.5,9.5
3761811022,8.5,8.0,9.0,8.0,8.0,9.0,8.5,8.0,8.5,9.0
3761811027,9.0,9.5,9.5,9.5,8.0,9.5,9.0,10.0,9.0,9.5
3762858011,9.0,9.5,9.0,9.5,9.0,9.5,9.5,10.0,9.0,9.5
3762858014,9.0,9.5,9.5,9.5,8.5,9.5,9.5,9.5,9.0,9.5
3762858022,9.0,9.5,9.5,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3762858024,9.0,9.5,9.0,10.0,8.0,9.0,9.5,9.5,9.0,9.5
3762858026,9.0,9.0,9.0,8.5,8.5,9.5,9.0,9.5,9.0,9.5
3762858033,9.0,9.5,9.0,9.5,9.0,9.5,9.5,9.5,9.0,9.5
3762858035,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3762858037,9.0,9.5,9.0,9.5,8.5,9.5,9.5,10.0,9.0,9.5
3762858041,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3762858043,9.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.0,9.0
3762858045,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.0,9.0
3762858049,9.0,9.0,9.5,9.5,8.0,9.0,9.0,9.5,9.0,9.0
3762858052,9.0,9.0,9.0,9.5,8.0,8.5,9.0,9.0,9.0,9.5
3762858063,9.0,9.5,9.5,10.0,7.5,9.0,9.5,9.5,9.0,9.5
3762858064,9.0,9.0,9.5,9.5,8.0,8.5,9.0,9.5,9.0,9.5
3762858065,9.0,9.0,9.5,9.0,8.0,8.5,9.0,9.5,9.0,9.5
3762858070,8.0,9.0,9.0,8.5,6.0,9.0,9.0,9.5,8.5,9.5
3762858071,9.0,9.5,9.0,9.5,8.0,9.5,9.5,10.0,9.0,9.5
3762858074,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.0
3762858075,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.5,9.0,9.5
3762858079,9.0,9.0,9.5,8.5,8.0,9.0,9.5,9.5,9.0,9.0
3762858080,9.0,9.5,9.5,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3762858082,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3764270007,8.0,7.5,9.0,9.0,7.0,6.5,8.0,7.5,8.0,8.5
3764270011,9.0,8.5,9.0,9.0,9.0,8.5,9.0,8.0,9.0,8.5
3764270019,8.5,7.5,9.0,9.0,7.0,6.5,9.0,9.0,8.5,8.5
3764270020,9.0,8.5,9.0,8.5,8.5,8.5,9.0,8.5,9.0,8.0
3764270022,8.5,7.5,9.0,9.0,8.0,7.5,8.5,7.0,8.5,8.0
3764270023,8.5,7.5,9.0,9.0,8.0,8.5,8.5,7.5,8.5,7.5
3764270024,8.5,6.5,9.0,8.5,7.5,7.5,9.0,6.5,8.5,6.5
3764270025,8.0,7.5,9.0,9.0,8.0,6.5,8.0,8.0,8.0,8.0
3764270030,8.5,4.5,9.0,9.0,8.0,3.5,8.0,7.0,8.5,5.0
3764270034,9.0,8.0,9.0,8.5,8.0,8.5,9.0,8.5,9.0,7.5
3765963002,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.5,9.0,9.5
3765963006,9.0,9.5,9.0,9.5,8.5,9.5,9.5,10.0,9.0,10.0
3765963007,9.0,9.5,9.0,10.0,9.0,9.5,9.5,10.0,9.0,9.0
3765963009,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.0,9.0
3765963010,9.0,8.5,9.0,9.0,9.0,8.0,9.5,9.0,9.0,9.0
3765963011,9.0,9.5,9.0,9.5,8.5,10.0,9.5,10.0,9.0,9.5
3765963013,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0
3765963016,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0
3765963017,8.5,9.0,9.0,9.0,8.0,9.0,8.5,9.0,8.5,9.5
3765963018,8.5,9.0,9.0,9.0,8.0,9.0,8.5,9.0,8.5,9.0
3765963027,9.0,9.0,9.0,9.5,8.0,9.0,9.0,8.5,9.0,9.0
3765963038,9.0,9.5,9.0,10.0,9.0,9.5,9.5,9.5,9.0,9.0
3765963047,9.0,9.5,9.0,10.0,8.5,9.0,9.5,9.5,9.0,9.5
3765963048,9.0,9.5,9.0,9.5,8.5,9.5,9.5,10.0,9.0,9.0
3765963055,9.0,9.5,9.0,9.5,8.5,9.5,9.5,9.5,9.0,9.5
3765963057,9.0,9.0,9.0,9.0,8.5,9.5,9.5,9.5,9.0,9.0
3765963072,9.0,9.5,9.0,10.0,9.0,9.0,9.5,9.5,9.0,9.5
3766887003,9.0,9.0,9.0,9.0,8.5,9.0,9.0,10.0,9.0,9.5
3766887007,8.5,8.0,9.0,8.5,8.0,8.0,8.5,7.5,8.5,8.0
3766887009,8.0,8.5,9.0,9.0,8.0,9.0,8.0,8.5,8.0,8.5
3766887012,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.5,8.5,9.0
3766887013,8.5,8.0,9.0,9.0,8.0,7.5,8.5,8.0,8.5,8.5
3767671001,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.5
3767671003,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5
3767671008,8.5,8.5,9.0,9.0,8.0,8.5,8.5,8.5,8.5,9.5
3767671009,8.0,9.5,9.0,9.0,8.0,9.5,8.0,9.5,8.0,9.5
3767671011,8.5,9.0,9.0,9.0,8.0,9.0,8.5,9.5,8.5,9.5
3767671012,8.5,9.5,9.0,9.5,8.0,9.5,8.5,9.5,8.5,9.5
3767671014,9.0,9.0,9.0,9.0,8.5,9.0,8.5,9.5,8.5,9.5
3767671017,9.0,8.5,9.0,9.5,8.0,9.0,9.0,8.5,9.0,8.5
3767671021,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3767671022,8.5,9.0,9.0,8.5,8.0,9.0,8.5,9.5,8.5,9.5
3767671025,8.5,8.5,9.0,8.5,8.0,8.0,8.5,9.5,8.5,9.0
3767671035,9.0,6.5,9.0,8.5,9.0,5.5,9.0,9.0,9.0,7.5
3767671038,9.0,8.5,9.0,8.5,9.0,9.0,9.0,8.5,9.0,8.0
3767671039,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.5,9.0,9.5
3767671048,9.0,9.0,9.0,8.5,8.0,9.5,9.0,9.5,9.0,9.5
3767671049,9.0,9.0,9.0,8.0,8.5,9.0,9.0,9.5,9.0,9.5
3769403001,8.0,9.0,9.0,9.0,7.5,9.0,8.0,8.5,8.5,9.0
3769403003,8.0,8.5,9.0,9.5,7.5,8.5,8.0,9.0,8.0,8.0
3769403008,8.0,9.0,9.0,9.0,7.5,9.0,8.0,9.0,8.0,9.0
3769403009,8.5,8.5,9.0,9.5,8.0,8.0,8.0,8.5,8.5,9.0
3769403010,8.0,7.0,9.0,8.5,7.0,6.0,8.5,8.5,8.5,7.5
3769403012,8.0,8.5,9.0,9.0,7.0,8.0,8.0,8.5,8.5,9.0
3769403015,8.0,6.5,9.0,9.0,7.0,5.5,8.0,7.5,8.0,8.0
3769403016,8.0,3.5,9.0,9.5,7.0,4.0,8.0,3.0,8.0,4.0
3769403022,9.0,8.5,9.0,9.5,8.0,8.5,9.0,8.5,8.5,9.0
3769403025,8.5,8.0,9.0,9.5,7.5,7.5,8.5,8.5,8.5,9.0
3769403027,8.5,7.0,9.0,9.0,8.0,6.0,8.0,8.0,8.5,8.0
3769403033,9.0,8.0,9.0,8.5,8.0,7.5,9.0,8.0,8.5,8.5
3769403035,8.5,8.0,9.0,9.0,8.0,7.5,8.5,8.5,8.5,9.0
3769403041,8.0,6.0,9.0,8.5,7.5,5.0,8.0,6.5,8.0,6.0
3769403045,8.0,5.0,9.0,9.5,7.5,5.0,8.0,5.0,8.0,5.0
3769403049,8.5,5.0,9.0,9.5,8.0,4.0,8.0,6.5,8.5,7.0
3769403050,8.0,9.0,9.0,9.0,7.0,8.5,8.0,9.0,8.0,9.0
3769403054,8.0,9.5,9.0,9.5,7.5,9.5,8.0,9.0,8.0,9.5
3769403056,8.5,9.0,9.0,9.0,8.0,8.5,8.0,9.0,8.5,9.5
3769403058,8.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.5
3769403060,8.0,9.0,9.0,9.5,8.0,9.0,8.0,8.5,8.0,9.0
3769403063,8.0,8.5,9.0,9.5,8.0,9.5,8.0,8.5,8.0,8.0
3769403064,8.0,8.5,9.0,9.5,8.0,8.0,8.0,9.0,8.0,9.0
3769403068,8.5,8.5,9.0,9.0,8.0,8.5,8.0,9.0,8.5,8.5
3769403069,8.0,8.5,9.0,9.5,7.5,8.5,8.0,9.0,8.0,8.5
3769403073,8.5,5.0,9.0,9.0,8.0,4.0,8.0,8.0,8.5,8.0
3769403081,8.0,5.0,9.0,9.0,8.0,4.0,8.0,7.0,8.0,7.0
3769403091,8.5,8.5,9.0,9.5,7.5,8.5,8.5,8.0,8.5,8.5
3769403094,8.0,6.5,9.0,9.0,7.5,7.0,8.0,5.5,8.0,8.0
3769403099,9.0,8.0,9.0,9.0,8.0,7.0,9.0,8.0,9.0,8.5
3769403100,9.0,7.0,9.0,9.5,8.0,7.0,8.5,6.0,9.0,7.5
3769581011,9.0,9.5,9.5,9.0,8.0,9.5,9.5,9.5,9.0,9.5
3769581026,9.0,9.0,9.5,8.5,8.0,9.5,9.5,9.5,9.0,9.0
